id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
314972,2013,9,7,1130.0,1129,1.0,1410.0,1405,5.0,B6,127,N645JB,EWR,MCO,130.0,937,11,29,2013-09-07 11:00:00,JetBlue Airways
149254,2013,3,14,2044.0,2030,14.0,2202.0,2150,12.0,WN,184,N455WN,EWR,MDW,101.0,711,20,30,2013-03-14 20:00:00,Southwest Airlines Co.
77482,2013,11,24,1209.0,1205,4.0,1336.0,1330,6.0,WN,483,N642WN,EWR,MDW,115.0,711,12,5,2013-11-24 12:00:00,Southwest Airlines Co.
139796,2013,3,4,2105.0,2104,1.0,1.0,2359,2.0,UA,852,N847UA,EWR,IAH,207.0,1400,21,4,2013-03-04 21:00:00,United Air Lines Inc.
229766,2013,6,9,1025.0,1018,7.0,1223.0,1220,3.0,EV,4255,N12167,EWR,CHS,91.0,628,10,18,2013-06-09 10:00:00,ExpressJet Airlines Inc.
211465,2013,5,20,1334.0,1329,5.0,1645.0,1618,27.0,UA,1122,N76516,EWR,PBI,151.0,1023,13,29,2013-05-20 13:00:00,United Air Lines Inc.
246312,2013,6,26,1553.0,1530,23.0,1912.0,1856,16.0,DL,2280,N3761R,JFK,FLL,145.0,1069,15,30,2013-06-26 15:00:00,Delta Air Lines Inc.
41623,2013,10,16,1614.0,1600,14.0,1847.0,1859,-12.0,DL,2459,N3759,JFK,MCO,128.0,944,16,0,2013-10-16 16:00:00,Delta Air Lines Inc.
115784,2013,2,6,914.0,900,14.0,1059.0,1039,20.0,UA,544,N415UA,LGA,ORD,114.0,733,9,0,2013-02-06 09:00:00,United Air Lines Inc.
208338,2013,5,16,2153.0,2129,24.0,2347.0,2356,-9.0,UA,849,N814UA,EWR,MSY,145.0,1167,21,29,2013-05-16 21:00:00,United Air Lines Inc.
188695,2013,4,25,2024.0,2018,6.0,2325.0,2322,3.0,UA,459,N409UA,EWR,FLL,145.0,1065,20,18,2013-04-25 20:00:00,United Air Lines Inc.
87510,2013,12,5,1509.0,1459,10.0,1702.0,1700,2.0,EV,4396,N16987,EWR,CLT,86.0,529,14,59,2013-12-05 14:00:00,ExpressJet Airlines Inc.
18990,2013,1,22,1938.0,1925,13.0,2240.0,2229,11.0,DL,1485,N938DL,LGA,MCO,154.0,950,19,25,2013-01-22 19:00:00,Delta Air Lines Inc.
97572,2013,12,16,1611.0,1545,26.0,1836.0,1815,21.0,WN,3778,N491WN,EWR,DEN,233.0,1605,15,45,2013-12-16 15:00:00,Southwest Airlines Co.
205469,2013,5,14,544.0,540,4.0,828.0,840,-12.0,AA,701,N619AA,JFK,MIA,143.0,1089,5,40,2013-05-14 05:00:00,American Airlines Inc.
297761,2013,8,19,1729.0,1703,26.0,2019.0,1954,25.0,UA,1249,N87531,LGA,IAH,206.0,1416,17,3,2013-08-19 17:00:00,United Air Lines Inc.
161765,2013,3,28,1024.0,1015,9.0,1231.0,1216,15.0,US,1427,N710UW,JFK,CLT,95.0,541,10,15,2013-03-28 10:00:00,US Airways Inc.
37366,2013,10,11,2206.0,2145,21.0,209.0,140,29.0,B6,1103,N554JB,JFK,SJU,209.0,1598,21,45,2013-10-11 21:00:00,JetBlue Airways
283306,2013,8,4,1705.0,1700,5.0,1902.0,1912,-10.0,B6,1119,N231JB,JFK,CLT,84.0,541,17,0,2013-08-04 17:00:00,JetBlue Airways
44669,2013,10,20,652.0,650,2.0,816.0,819,-3.0,UA,1177,N23707,EWR,ORD,118.0,719,6,50,2013-10-20 06:00:00,United Air Lines Inc.
164083,2013,3,30,1908.0,1900,8.0,2020.0,2018,2.0,EV,5714,N820AS,JFK,IAD,47.0,228,19,0,2013-03-30 19:00:00,ExpressJet Airlines Inc.
3322,2013,1,4,1652.0,1635,17.0,1833.0,1840,-7.0,WN,190,N456WN,LGA,STL,136.0,888,16,35,2013-01-04 16:00:00,Southwest Airlines Co.
92903,2013,12,11,1257.0,1245,12.0,1458.0,1449,9.0,DL,1131,N959DL,LGA,DTW,96.0,502,12,45,2013-12-11 12:00:00,Delta Air Lines Inc.
305397,2013,8,27,1808.0,1759,9.0,2059.0,2106,-7.0,DL,1585,N971DL,LGA,MCO,120.0,950,17,59,2013-08-27 17:00:00,Delta Air Lines Inc.
95289,2013,12,13,2002.0,1932,30.0,42.0,28,14.0,B6,803,N516JB,JFK,SJU,193.0,1598,19,32,2013-12-13 19:00:00,JetBlue Airways
78229,2013,11,25,812.0,810,2.0,932.0,954,-22.0,EV,5463,N755EV,LGA,BNA,114.0,764,8,10,2013-11-25 08:00:00,ExpressJet Airlines Inc.
161491,2013,3,28,603.0,600,3.0,735.0,745,-10.0,AA,301,N3DNAA,LGA,ORD,107.0,733,6,0,2013-03-28 06:00:00,American Airlines Inc.
335509,2013,9,29,1713.0,1700,13.0,1851.0,1838,13.0,UA,1048,N37298,LGA,ORD,115.0,733,17,0,2013-09-29 17:00:00,United Air Lines Inc.
257982,2013,7,9,1101.0,1100,1.0,1200.0,1230,-30.0,WN,3297,N211WN,LGA,BNA,100.0,764,11,0,2013-07-09 11:00:00,Southwest Airlines Co.
103030,2013,12,22,1443.0,1435,8.0,1634.0,1640,-6.0,DL,1819,N329NB,LGA,MSP,155.0,1020,14,35,2013-12-22 14:00:00,Delta Air Lines Inc.
305225,2013,8,27,1538.0,1535,3.0,1858.0,1859,-1.0,UA,257,N595UA,JFK,SFO,333.0,2586,15,35,2013-08-27 15:00:00,United Air Lines Inc.
134697,2013,2,27,1220.0,1215,5.0,1344.0,1329,15.0,UA,407,N821UA,EWR,BOS,48.0,200,12,15,2013-02-27 12:00:00,United Air Lines Inc.
119413,2013,2,10,1529.0,1505,24.0,1848.0,1820,28.0,AA,759,N3BTAA,LGA,DFW,237.0,1389,15,5,2013-02-10 15:00:00,American Airlines Inc.
37755,2013,10,12,1208.0,1200,8.0,1425.0,1438,-13.0,DL,1947,N907DE,LGA,ATL,98.0,762,12,0,2013-10-12 12:00:00,Delta Air Lines Inc.
71955,2013,11,18,1346.0,1345,1.0,1636.0,1700,-24.0,AA,1073,N3CMAA,LGA,MIA,149.0,1096,13,45,2013-11-18 13:00:00,American Airlines Inc.
280302,2013,8,1,1243.0,1240,3.0,1540.0,1545,-5.0,UA,1186,N18112,EWR,MIA,158.0,1085,12,40,2013-08-01 12:00:00,United Air Lines Inc.
252028,2013,7,2,1617.0,1606,11.0,1945.0,1909,36.0,B6,283,N621JB,JFK,MCO,135.0,944,16,6,2013-07-02 16:00:00,JetBlue Airways
263977,2013,7,15,1518.0,1503,15.0,1722.0,1659,23.0,EV,4326,N11535,EWR,CLT,88.0,529,15,3,2013-07-15 15:00:00,ExpressJet Airlines Inc.
126858,2013,2,18,1919.0,1910,9.0,2149.0,2232,-43.0,DL,2159,N3745B,JFK,MCO,133.0,944,19,10,2013-02-18 19:00:00,Delta Air Lines Inc.
28035,2013,10,2,640.0,635,5.0,831.0,833,-2.0,EV,4535,N21197,EWR,MSP,144.0,1008,6,35,2013-10-02 06:00:00,ExpressJet Airlines Inc.
190026,2013,4,27,958.0,940,18.0,1242.0,1242,0.0,B6,1101,N645JB,JFK,FLL,145.0,1069,9,40,2013-04-27 09:00:00,JetBlue Airways
251102,2013,7,1,1808.0,1745,23.0,2015.0,2011,4.0,DL,884,N349NW,LGA,DEN,213.0,1620,17,45,2013-07-01 17:00:00,Delta Air Lines Inc.
49357,2013,10,24,1948.0,1919,29.0,2247.0,2215,32.0,DL,2159,N909DE,JFK,MCO,141.0,944,19,19,2013-10-24 19:00:00,Delta Air Lines Inc.
39107,2013,10,14,652.0,630,22.0,927.0,919,8.0,UA,1454,N15712,LGA,IAH,197.0,1416,6,30,2013-10-14 06:00:00,United Air Lines Inc.
270689,2013,7,22,1502.0,1459,3.0,1608.0,1620,-12.0,UA,236,N829UA,EWR,BOS,33.0,200,14,59,2013-07-22 14:00:00,United Air Lines Inc.
157987,2013,3,24,1307.0,1259,8.0,1551.0,1534,17.0,DL,781,N686DA,LGA,ATL,126.0,762,12,59,2013-03-24 12:00:00,Delta Air Lines Inc.
114404,2013,2,4,1736.0,1710,26.0,1850.0,1833,17.0,UA,531,N468UA,EWR,BOS,44.0,200,17,10,2013-02-04 17:00:00,United Air Lines Inc.
85602,2013,12,3,1317.0,1300,17.0,1424.0,1414,10.0,B6,34,N317JB,JFK,BTV,45.0,266,13,0,2013-12-03 13:00:00,JetBlue Airways
103664,2013,12,23,820.0,800,20.0,916.0,910,6.0,AA,84,N3KLAA,JFK,BOS,31.0,187,8,0,2013-12-23 08:00:00,American Airlines Inc.
130897,2013,2,23,716.0,710,6.0,1144.0,1204,-20.0,B6,715,N729JB,JFK,SJU,184.0,1598,7,10,2013-02-23 07:00:00,JetBlue Airways
288198,2013,8,9,1613.0,1555,18.0,1813.0,1806,7.0,EV,4328,N12163,EWR,MSY,158.0,1167,15,55,2013-08-09 15:00:00,ExpressJet Airlines Inc.
95835,2013,12,14,1709.0,1700,9.0,2011.0,1856,75.0,US,632,N672AW,EWR,CLT,106.0,529,17,0,2013-12-14 17:00:00,US Airways Inc.
156413,2013,3,22,1506.0,1500,6.0,1734.0,1730,4.0,UA,1287,N76523,LGA,DEN,235.0,1620,15,0,2013-03-22 15:00:00,United Air Lines Inc.
148377,2013,3,14,601.0,600,1.0,711.0,720,-9.0,WN,430,N8611F,LGA,MDW,106.0,725,6,0,2013-03-14 06:00:00,Southwest Airlines Co.
125999,2013,2,17,2102.0,2100,2.0,2208.0,2235,-27.0,WN,519,N208WN,LGA,MDW,115.0,725,21,0,2013-02-17 21:00:00,Southwest Airlines Co.
113411,2013,2,3,1633.0,1625,8.0,1959.0,1954,5.0,B6,675,N712JB,JFK,LAX,358.0,2475,16,25,2013-02-03 16:00:00,JetBlue Airways
255367,2013,7,6,1501.0,1459,2.0,1817.0,1758,19.0,UA,841,N554UA,JFK,LAX,323.0,2475,14,59,2013-07-06 14:00:00,United Air Lines Inc.
230162,2013,6,9,1731.0,1725,6.0,2033.0,2020,13.0,AA,1901,N3CCAA,JFK,IAH,204.0,1417,17,25,2013-06-09 17:00:00,American Airlines Inc.
204587,2013,5,13,701.0,700,1.0,957.0,1034,-37.0,DL,1865,N705TW,JFK,SFO,332.0,2586,7,0,2013-05-13 07:00:00,Delta Air Lines Inc.
130974,2013,2,23,834.0,820,14.0,1146.0,1140,6.0,UA,1506,N57855,EWR,LAX,336.0,2454,8,20,2013-02-23 08:00:00,United Air Lines Inc.
242759,2013,6,22,2006.0,1958,8.0,2240.0,2245,-5.0,UA,1555,N27239,EWR,SAN,312.0,2425,19,58,2013-06-22 19:00:00,United Air Lines Inc.
240491,2013,6,20,1332.0,1318,14.0,1444.0,1437,7.0,EV,4517,N27190,EWR,BNA,105.0,748,13,18,2013-06-20 13:00:00,ExpressJet Airlines Inc.
236637,2013,6,16,1504.0,1500,4.0,1608.0,1622,-14.0,US,2179,N945UW,LGA,DCA,45.0,214,15,0,2013-06-16 15:00:00,US Airways Inc.
183382,2013,4,20,847.0,845,2.0,1148.0,1156,-8.0,UA,685,N817UA,EWR,SEA,326.0,2402,8,45,2013-04-20 08:00:00,United Air Lines Inc.
227274,2013,6,6,1413.0,1358,15.0,1807.0,1715,52.0,DL,1331,N339NW,LGA,MIA,197.0,1096,13,58,2013-06-06 13:00:00,Delta Air Lines Inc.
214181,2013,5,23,918.0,900,18.0,1117.0,1033,44.0,UA,1267,N78509,EWR,ORD,115.0,719,9,0,2013-05-23 09:00:00,United Air Lines Inc.
96378,2013,12,15,1317.0,1315,2.0,1632.0,1657,-25.0,US,456,N673AW,JFK,PHX,291.0,2153,13,15,2013-12-15 13:00:00,US Airways Inc.
155752,2013,3,21,1945.0,1929,16.0,2154.0,2157,-3.0,EV,5181,N744EV,EWR,ATL,103.0,746,19,29,2013-03-21 19:00:00,ExpressJet Airlines Inc.
81953,2013,11,29,1420.0,1355,25.0,1740.0,1715,25.0,US,686,N655AW,EWR,PHX,301.0,2133,13,55,2013-11-29 13:00:00,US Airways Inc.
285580,2013,8,6,2156.0,2129,27.0,2329.0,2326,3.0,EV,4700,N48901,EWR,CLT,75.0,529,21,29,2013-08-06 21:00:00,ExpressJet Airlines Inc.
295049,2013,8,16,1714.0,1706,8.0,1931.0,1959,-28.0,UA,1580,N17244,EWR,LAS,289.0,2227,17,6,2013-08-16 17:00:00,United Air Lines Inc.
75083,2013,11,21,1621.0,1615,6.0,1836.0,1852,-16.0,DL,843,N381DN,JFK,ATL,115.0,760,16,15,2013-11-21 16:00:00,Delta Air Lines Inc.
175509,2013,4,11,2123.0,2115,8.0,11.0,2356,15.0,B6,927,N599JB,EWR,MCO,132.0,937,21,15,2013-04-11 21:00:00,JetBlue Airways
72171,2013,11,18,1657.0,1650,7.0,1820.0,1824,-4.0,UA,708,N848UA,EWR,ORD,117.0,719,16,50,2013-11-18 16:00:00,United Air Lines Inc.
2593,2013,1,3,2004.0,2000,4.0,2302.0,2311,-9.0,UA,1222,N12221,EWR,RSW,159.0,1068,20,0,2013-01-03 20:00:00,United Air Lines Inc.
111363,2013,2,1,648.0,630,18.0,833.0,810,23.0,B6,905,N266JB,JFK,ORD,126.0,740,6,30,2013-02-01 06:00:00,JetBlue Airways
183003,2013,4,19,1948.0,1930,18.0,2330.0,2229,61.0,UA,1466,N36272,EWR,SAN,375.0,2425,19,30,2013-04-19 19:00:00,United Air Lines Inc.
37592,2013,10,12,826.0,815,11.0,1050.0,1054,-4.0,DL,1429,N664DN,JFK,LAS,294.0,2248,8,15,2013-10-12 08:00:00,Delta Air Lines Inc.
236524,2013,6,16,1303.0,1300,3.0,1431.0,1425,6.0,UA,1734,N18119,EWR,ORD,114.0,719,13,0,2013-06-16 13:00:00,United Air Lines Inc.
16661,2013,1,20,839.0,819,20.0,1216.0,1203,13.0,UA,665,N412UA,EWR,SFO,368.0,2565,8,19,2013-01-20 08:00:00,United Air Lines Inc.
38516,2013,10,13,1321.0,1253,28.0,1515.0,1517,-2.0,UA,1178,N16732,EWR,MSY,155.0,1167,12,53,2013-10-13 12:00:00,United Air Lines Inc.
280386,2013,8,1,1453.0,1452,1.0,1744.0,1747,-3.0,UA,1242,N39450,EWR,FLL,156.0,1065,14,52,2013-08-01 14:00:00,United Air Lines Inc.
215083,2013,5,24,825.0,820,5.0,1114.0,1110,4.0,DL,1959,N943DL,JFK,MCO,138.0,944,8,20,2013-05-24 08:00:00,Delta Air Lines Inc.
215240,2013,5,24,1122.0,1110,12.0,1248.0,1235,13.0,WN,137,N555LV,LGA,MDW,105.0,725,11,10,2013-05-24 11:00:00,Southwest Airlines Co.
25298,2013,1,30,750.0,745,5.0,1010.0,930,40.0,AA,309,N492AA,LGA,ORD,134.0,733,7,45,2013-01-30 07:00:00,American Airlines Inc.
113755,2013,2,4,617.0,615,2.0,811.0,820,-9.0,US,1791,N724UW,JFK,CLT,87.0,541,6,15,2013-02-04 06:00:00,US Airways Inc.
271916,2013,7,23,2031.0,2029,2.0,3.0,2340,23.0,UA,1532,N18243,EWR,SFO,357.0,2565,20,29,2013-07-23 20:00:00,United Air Lines Inc.
135970,2013,2,28,1716.0,1715,1.0,1947.0,2040,-53.0,DL,1088,N3756,JFK,SAN,309.0,2446,17,15,2013-02-28 17:00:00,Delta Air Lines Inc.
137494,2013,3,2,1142.0,1135,7.0,1450.0,1446,4.0,DL,1552,N336NB,LGA,RSW,164.0,1080,11,35,2013-03-02 11:00:00,Delta Air Lines Inc.
109032,2013,12,29,1301.0,1300,1.0,1557.0,1636,-39.0,DL,432,N703TW,JFK,SFO,335.0,2586,13,0,2013-12-29 13:00:00,Delta Air Lines Inc.
90199,2013,12,8,1533.0,1520,13.0,1832.0,1808,24.0,UA,608,N415UA,EWR,LAS,328.0,2227,15,20,2013-12-08 15:00:00,United Air Lines Inc.
156713,2013,3,22,1931.0,1929,2.0,2225.0,2247,-22.0,DL,1433,N366NB,LGA,RSW,152.0,1080,19,29,2013-03-22 19:00:00,Delta Air Lines Inc.
272544,2013,7,24,1242.0,1230,12.0,1357.0,1352,5.0,B6,2502,N198JB,JFK,BUF,52.0,301,12,30,2013-07-24 12:00:00,JetBlue Airways
169083,2013,4,5,633.0,630,3.0,751.0,749,2.0,EV,4533,N13949,EWR,BUF,52.0,282,6,30,2013-04-05 06:00:00,ExpressJet Airlines Inc.
173120,2013,4,9,1359.0,1350,9.0,1518.0,1505,13.0,EV,4633,N13908,EWR,BTV,48.0,266,13,50,2013-04-09 13:00:00,ExpressJet Airlines Inc.
100690,2013,12,19,2020.0,2000,20.0,2255.0,2240,15.0,DL,1147,N931DL,LGA,ATL,112.0,762,20,0,2013-12-19 20:00:00,Delta Air Lines Inc.
251908,2013,7,2,1439.0,1429,10.0,1824.0,1830,-6.0,B6,703,N784JB,JFK,SJU,202.0,1598,14,29,2013-07-02 14:00:00,JetBlue Airways
71217,2013,11,17,1752.0,1740,12.0,2138.0,2118,20.0,B6,135,N516JB,JFK,PHX,312.0,2153,17,40,2013-11-17 17:00:00,JetBlue Airways
239933,2013,6,19,2022.0,2000,22.0,2151.0,2152,-1.0,B6,917,N598JB,JFK,ORD,118.0,740,20,0,2013-06-19 20:00:00,JetBlue Airways
287228,2013,8,8,1627.0,1600,27.0,1953.0,1844,69.0,DL,847,N909DL,LGA,ATL,105.0,762,16,0,2013-08-08 16:00:00,Delta Air Lines Inc.
105253,2013,12,25,621.0,610,11.0,902.0,905,-3.0,UA,1627,N76269,EWR,PBI,142.0,1023,6,10,2013-12-25 06:00:00,United Air Lines Inc.
107340,2013,12,27,1340.0,1330,10.0,1821.0,1814,7.0,B6,103,N649JB,JFK,SJU,194.0,1598,13,30,2013-12-27 13:00:00,JetBlue Airways
19838,2013,1,23,1830.0,1820,10.0,2119.0,2115,4.0,B6,711,N594JB,JFK,LAS,325.0,2248,18,20,2013-01-23 18:00:00,JetBlue Airways
153243,2013,3,19,1014.0,1005,9.0,1400.0,1303,57.0,UA,1640,N17233,EWR,TPA,163.0,997,10,5,2013-03-19 10:00:00,United Air Lines Inc.
13770,2013,1,16,1827.0,1805,22.0,2012.0,1935,37.0,WN,389,N921WN,LGA,MDW,135.0,725,18,5,2013-01-16 18:00:00,Southwest Airlines Co.
18891,2013,1,22,1742.0,1720,22.0,2130.0,2033,57.0,DL,1779,N365NW,LGA,FLL,173.0,1076,17,20,2013-01-22 17:00:00,Delta Air Lines Inc.
131257,2013,2,23,1520.0,1515,5.0,1839.0,1812,27.0,UA,1602,N78060,EWR,IAH,234.0,1400,15,15,2013-02-23 15:00:00,United Air Lines Inc.
102230,2013,12,21,1501.0,1449,12.0,1755.0,1757,-2.0,UA,460,N816UA,EWR,FLL,153.0,1065,14,49,2013-12-21 14:00:00,United Air Lines Inc.
188528,2013,4,25,1740.0,1714,26.0,2056.0,2005,51.0,UA,251,N511UA,LGA,IAH,193.0,1416,17,14,2013-04-25 17:00:00,United Air Lines Inc.
285095,2013,8,6,1356.0,1340,16.0,1517.0,1510,7.0,WN,427,N724SW,LGA,MDW,112.0,725,13,40,2013-08-06 13:00:00,Southwest Airlines Co.
1917,2013,1,3,756.0,745,11.0,1236.0,1234,2.0,UA,1481,N77871,EWR,SJU,194.0,1608,7,45,2013-01-03 07:00:00,United Air Lines Inc.
215229,2013,5,24,1106.0,1059,7.0,1341.0,1329,12.0,DL,1647,N670DN,LGA,ATL,106.0,762,10,59,2013-05-24 10:00:00,Delta Air Lines Inc.
32806,2013,10,7,923.0,915,8.0,1153.0,1143,10.0,EV,5109,N730EV,LGA,CHS,93.0,641,9,15,2013-10-07 09:00:00,ExpressJet Airlines Inc.
45846,2013,10,21,1007.0,951,16.0,1214.0,1207,7.0,UA,406,N423UA,EWR,DEN,221.0,1605,9,51,2013-10-21 09:00:00,United Air Lines Inc.
251060,2013,7,1,1724.0,1722,2.0,2005.0,2013,-8.0,UA,1109,N18119,EWR,MCO,139.0,937,17,22,2013-07-01 17:00:00,United Air Lines Inc.
78023,2013,11,24,2152.0,2131,21.0,35.0,15,20.0,B6,611,N629JB,JFK,LAS,307.0,2248,21,31,2013-11-24 21:00:00,JetBlue Airways
195774,2013,5,3,1251.0,1245,6.0,1507.0,1525,-18.0,WN,2497,N719SW,LGA,DEN,210.0,1620,12,45,2013-05-03 12:00:00,Southwest Airlines Co.
245206,2013,6,25,1342.0,1315,27.0,1534.0,1455,39.0,AA,331,N525AA,LGA,ORD,116.0,733,13,15,2013-06-25 13:00:00,American Airlines Inc.
285360,2013,8,6,1747.0,1740,7.0,2009.0,2015,-6.0,WN,345,N901WN,LGA,DEN,234.0,1620,17,40,2013-08-06 17:00:00,Southwest Airlines Co.
109140,2013,12,29,1510.0,1448,22.0,1646.0,1603,43.0,EV,4498,N11544,EWR,BUF,52.0,282,14,48,2013-12-29 14:00:00,ExpressJet Airlines Inc.
232234,2013,6,11,1943.0,1920,23.0,2121.0,2047,34.0,UA,1159,N45440,EWR,BOS,44.0,200,19,20,2013-06-11 19:00:00,United Air Lines Inc.
19445,2013,1,23,1123.0,1114,9.0,1410.0,1345,25.0,UA,1663,N27205,LGA,DEN,270.0,1620,11,14,2013-01-23 11:00:00,United Air Lines Inc.
228457,2013,6,7,1813.0,1756,17.0,2202.0,2059,63.0,UA,535,N512UA,JFK,LAX,328.0,2475,17,56,2013-06-07 17:00:00,United Air Lines Inc.
4997,2013,1,6,1835.0,1815,20.0,2100.0,2034,26.0,UA,428,N474UA,EWR,DEN,222.0,1605,18,15,2013-01-06 18:00:00,United Air Lines Inc.
146340,2013,3,11,2042.0,2035,7.0,2338.0,2331,7.0,UA,316,N593UA,EWR,TPA,159.0,997,20,35,2013-03-11 20:00:00,United Air Lines Inc.
291965,2013,8,13,1653.0,1629,24.0,1923.0,1859,24.0,EV,4705,N14907,EWR,ATL,115.0,746,16,29,2013-08-13 16:00:00,ExpressJet Airlines Inc.
195168,2013,5,2,1835.0,1830,5.0,2136.0,2204,-28.0,UA,1127,N37465,EWR,SFO,322.0,2565,18,30,2013-05-02 18:00:00,United Air Lines Inc.
60399,2013,11,5,2221.0,2145,36.0,2351.0,2253,58.0,EV,4186,N12157,EWR,DCA,39.0,199,21,45,2013-11-05 21:00:00,ExpressJet Airlines Inc.
249584,2013,6,30,642.0,600,42.0,916.0,844,32.0,UA,1115,N75429,EWR,TPA,138.0,997,6,0,2013-06-30 06:00:00,United Air Lines Inc.
241935,2013,6,21,2046.0,2000,46.0,2147.0,2137,10.0,UA,695,N458UA,LGA,ORD,107.0,733,20,0,2013-06-21 20:00:00,United Air Lines Inc.
67560,2013,11,13,1607.0,1530,37.0,1905.0,1845,20.0,AA,85,N390AA,JFK,SFO,326.0,2586,15,30,2013-11-13 15:00:00,American Airlines Inc.
35085,2013,10,9,1538.0,1456,42.0,1845.0,1802,43.0,UA,446,N802UA,EWR,MIA,150.0,1085,14,56,2013-10-09 14:00:00,United Air Lines Inc.
155451,2013,3,21,1517.0,1426,51.0,1742.0,1653,49.0,DL,1705,N324US,LGA,MSY,167.0,1183,14,26,2013-03-21 14:00:00,Delta Air Lines Inc.
244256,2013,6,24,1427.0,1329,58.0,1727.0,1619,68.0,UA,1122,N77296,EWR,PBI,142.0,1023,13,29,2013-06-24 13:00:00,United Air Lines Inc.
299276,2013,8,21,918.0,836,42.0,1644.0,1141,,UA,212,N569UA,EWR,SFO,,2565,8,36,2013-08-21 08:00:00,United Air Lines Inc.
235091,2013,6,14,1821.0,1725,56.0,2145.0,2045,60.0,AA,221,N5FSAA,JFK,MIA,134.0,1089,17,25,2013-06-14 17:00:00,American Airlines Inc.
116336,2013,2,6,1926.0,1855,31.0,17.0,2355,22.0,AA,1613,N634AA,JFK,SJU,188.0,1598,18,55,2013-02-06 18:00:00,American Airlines Inc.
211789,2013,5,20,1840.0,1800,40.0,2136.0,2115,21.0,DL,17,N192DN,JFK,LAX,313.0,2475,18,0,2013-05-20 18:00:00,Delta Air Lines Inc.
26789,2013,1,31,1939.0,1846,53.0,2120.0,2019,61.0,B6,130,N238JB,JFK,BUF,61.0,301,18,46,2013-01-31 18:00:00,JetBlue Airways
274001,2013,7,25,2023.0,1930,53.0,2236.0,2215,21.0,DL,2041,N309US,JFK,ATL,103.0,760,19,30,2013-07-25 19:00:00,Delta Air Lines Inc.
10932,2013,1,13,1555.0,1500,55.0,1743.0,1653,50.0,US,720,N188US,EWR,CLT,82.0,529,15,0,2013-01-13 15:00:00,US Airways Inc.
210850,2013,5,19,1941.0,1905,36.0,2318.0,2224,54.0,B6,111,N503JB,JFK,FLL,138.0,1069,19,5,2013-05-19 19:00:00,JetBlue Airways
80783,2013,11,27,1854.0,1805,49.0,2153.0,2059,54.0,UA,1637,N76508,EWR,TPA,144.0,997,18,5,2013-11-27 18:00:00,United Air Lines Inc.
195221,2013,5,2,1929.0,1840,49.0,2159.0,2132,27.0,DL,1629,N3735D,JFK,LAS,286.0,2248,18,40,2013-05-02 18:00:00,Delta Air Lines Inc.
211424,2013,5,20,1249.0,1200,49.0,1350.0,1338,12.0,UA,619,N468UA,LGA,ORD,103.0,733,12,0,2013-05-20 12:00:00,United Air Lines Inc.
40703,2013,10,15,1701.0,1630,31.0,2003.0,1940,23.0,AA,181,N328AA,JFK,LAX,334.0,2475,16,30,2013-10-15 16:00:00,American Airlines Inc.
286989,2013,8,8,1137.0,1105,32.0,1340.0,1314,26.0,DL,1031,N348NB,LGA,DTW,81.0,502,11,5,2013-08-08 11:00:00,Delta Air Lines Inc.
288697,2013,8,10,718.0,630,48.0,938.0,904,34.0,UA,1456,N14704,LGA,IAH,180.0,1416,6,30,2013-08-10 06:00:00,United Air Lines Inc.
185025,2013,4,22,718.0,646,32.0,935.0,920,15.0,UA,669,N567UA,EWR,LAS,296.0,2227,6,46,2013-04-22 06:00:00,United Air Lines Inc.
74690,2013,11,21,930.0,842,48.0,1220.0,1141,39.0,B6,1025,N621JB,JFK,TPA,144.0,1005,8,42,2013-11-21 08:00:00,JetBlue Airways
298986,2013,8,20,2153.0,2116,37.0,2309.0,2249,20.0,B6,702,N304JB,JFK,BUF,52.0,301,21,16,2013-08-20 21:00:00,JetBlue Airways
291660,2013,8,13,1100.0,1000,60.0,1331.0,1235,56.0,DL,1847,N920DL,LGA,ATL,111.0,762,10,0,2013-08-13 10:00:00,Delta Air Lines Inc.
327411,2013,9,20,1733.0,1700,33.0,2052.0,2027,25.0,UA,512,N510UA,JFK,SFO,343.0,2586,17,0,2013-09-20 17:00:00,United Air Lines Inc.
110999,2013,12,31,1503.0,1419,44.0,1749.0,1714,35.0,UA,654,N832UA,EWR,MCO,146.0,937,14,19,2013-12-31 14:00:00,United Air Lines Inc.
37355,2013,10,11,2153.0,2100,53.0,2350.0,2326,24.0,DL,1247,N995DL,LGA,ATL,94.0,762,21,0,2013-10-11 21:00:00,Delta Air Lines Inc.
244460,2013,6,24,1921.0,1845,36.0,2137.0,2120,17.0,DL,245,N3750D,JFK,PHX,269.0,2153,18,45,2013-06-24 18:00:00,Delta Air Lines Inc.
252734,2013,7,3,1150.0,1100,50.0,1537.0,1359,98.0,DL,2445,N970DL,LGA,MCO,153.0,950,11,0,2013-07-03 11:00:00,Delta Air Lines Inc.
42897,2013,10,17,2057.0,2000,57.0,2354.0,2250,64.0,UA,404,N405UA,EWR,IAH,202.0,1400,20,0,2013-10-17 20:00:00,United Air Lines Inc.
35090,2013,10,9,1544.0,1445,59.0,1846.0,1750,56.0,B6,1171,N635JB,LGA,FLL,159.0,1076,14,45,2013-10-09 14:00:00,JetBlue Airways
262094,2013,7,13,1447.0,1411,36.0,1732.0,1702,30.0,B6,1883,N793JB,JFK,MCO,134.0,944,14,11,2013-07-13 14:00:00,JetBlue Airways
